C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10
0.6483198233241402,0.6687823113155399,0.6458537622201845,0.615014084518065,0.6253406916049501,0.6091796783275212,0.5906253334863742,0.5940148657748355,0.5841638177918294
0.4716978742845802,0.42458951300482467,0.3797100760586162,0.38613771612628894,0.3623229398033392,0.36636832571767286,0.3647323516274866,0.3506920256229096,0.35221787121233117
0.730052931344906,0.5795665058449837,0.5078465799399532,0.455184915311765,0.42245231781244574,0.4094992740000159,0.37627797685816394,0.37857536005211334,0.35716254967066546
0.7519684034653633,0.6089997062265258,0.5519678133479481,0.5172169904234737,0.48772121272138536,0.46894246746826074,0.4744415881259196,0.4549028937344285,0.4365878708698088
0.5480046114843437,0.3748717591718765,0.38729285894488014,0.4098042021739522,0.4023398924975563,0.40936491588140445,0.3809201777575179,0.3895946905015112,0.3913130342053624
0.5576935301478743,0.49337936718981273,0.4352145347291762,0.39691309678190173,0.3634011810851633,0.3288129908806796,0.326157049176891,0.31475010664838426,0.3097509341671412
0.6879050179113665,0.639756869120646,0.6115185913076692,0.5897750284264558,0.5733518500142228,0.5594547393073918,0.542945780804695,0.5342871475364188,0.5306794507156251
0.5562607192432899,0.5072359938855673,0.46008729665988046,0.48299461199229826,0.4715409480129741,0.4484404366190959,0.4527901419606122,0.44916847159937295,0.4457754151692698
0.7311613578285281,0.4575190979644929,0.4758657491621547,0.4419992914135386,0.39534210795319874,0.36387935558127826,0.33578015151292956,0.315529018350132,0.3157407365041716
0.6317032955672504,0.4996838811407225,0.49594066852434054,0.43479385214245997,0.4069537047238313,0.4080988655485507,0.4090210139469329,0.4082022712498062,0.3943855149425748
0.8491327816840046,0.7791617260367779,0.6997924922343087,0.47868756085762143,0.4562636513364769,0.46301303215557493,0.45049042472690454,0.43782922117681955,0.4079631812112826
0.6419859777310508,0.5386062100433809,0.49572858838125833,0.4515219052041184,0.42379065064628374,0.3999509341840205,0.37771890900165145,0.3615909837193338,0.35083074108077655
0.5874124766109642,0.5834702246655155,0.5802148221734096,0.5740324059118646,0.5589040995742718,0.5476408172921262,0.5434545492040512,0.5389487467422855,0.5394157510268355
0.7101470552780033,0.6491432374718723,0.5227681748656343,0.5007345888366029,0.4735450038091855,0.43679046052789117,0.44375542865048856,0.43189565184801115,0.40975562501602947
0.6325987280723284,0.517506427834954,0.502333788806745,0.472592648865708,0.4425291525312482,0.40149733890616174,0.38768524618140426,0.3931845379080136,0.38268834583938277
0.6058548948967923,0.6160079919922975,0.44789611498279774,0.4225648426640228,0.4199130602009121,0.38307722233098424,0.3646394117948631,0.3548281105095281,0.3356189026780108
0.6249949364734668,0.44484645210301516,0.4696338598690213,0.4647996606221805,0.4433576968083702,0.42187949276275705,0.40951849705130555,0.39262735536051924,0.3672502074999122
0.7043051954408349,0.6627357622037016,0.6215852955275756,0.5803226072683835,0.5415706859569984,0.5233935686366922,0.4971999712384888,0.4861150694115497,0.47861108652423606
0.5053131446289539,0.42045224299366474,0.38508243059585745,0.3458249272113169,0.38916253367321474,0.35987369190879326,0.3752126849056888,0.35508050249033757,0.3578511664382929
0.6581559845915693,0.5964506749133832,0.5393169226972728,0.5456862415446794,0.5264007249071707,0.5120108698195072,0.4917811474183467,0.4532378181180408,0.45998896224771924
0.6242079415559726,0.5898116348424529,0.5583975306840337,0.5545440269086016,0.5367388479992409,0.5345289697411397,0.4989112881375882,0.484335683799883,0.499860184725089
0.4981836161830579,0.49881477192952844,0.5023336429314491,0.48377100700548015,0.4648556350140892,0.43773880392453873,0.436612322020628,0.4120138089053581,0.43018174317531593
0.6516639713840612,0.5762233589252262,0.5249275593550905,0.48276843044119633,0.44759748846016056,0.4461195126352703,0.4230741766597249,0.3993800615265196,0.3833065529501456
0.6775812996878114,0.5812639774268309,0.6111347514931119,0.5769523077765478,0.46369857276624454,0.45865892226514143,0.43689440730666046,0.44791344496510965,0.386244709187856
0.6057661070771615,0.5473401870708295,0.47816028684107953,0.4354722865736642,0.4046043385464117,0.3847747234181017,0.36442435499991754,0.336304882525817,0.3444193522862092
0.530695236483114,0.5066971636739054,0.5008910448253969,0.46090613416951026,0.4251228082343907,0.4507122195386873,0.44755471523905527,0.45752634205731685,0.44611151889990086
0.6284758411596089,0.538940799103665,0.4760653722782697,0.4355249121193144,0.4192044588824712,0.4150793209816081,0.3795870077448109,0.3626549887043745,0.3741763027329271
0.6983800411210883,0.55529597748114,0.5030300097749462,0.46973650228279173,0.4727143963356526,0.45639506904314747,0.42270143472390537,0.4227383282998487,0.43254381884594695
0.6801695842869121,0.6210302649650528,0.5879953784210946,0.569200966373903,0.5551924126859996,0.5485840517413779,0.5347440854749698,0.5261022322170921,0.5156813570233255
0.5011271168574157,0.5073504610747256,0.46678512870086125,0.42093446911551674,0.3980504817509758,0.3805885167625959,0.3514090835815415,0.34130839311208144,0.3526158627437964
0.4785197485142007,0.37169150897522035,0.3798571536249864,0.34922020939116133,0.3404993004707267,0.35166337636150635,0.3313790697264846,0.3305902633097282,0.3220612973363273
0.5773338946352116,0.4999749047903095,0.4583217340538348,0.39836195664118274,0.3798028051212437,0.38376835013505894,0.36802720953155965,0.3760936095271544,0.36164144085609573
0.5426221685978655,0.5096990602652364,0.462464382746739,0.423451820789059,0.3934113005584008,0.38851324404919596,0.35150119491675114,0.3659422037638145,0.36812893725117696
0.5566499677343879,0.4361755220388687,0.43955948923631477,0.40927854549384496,0.37665378540979993,0.34926991933756885,0.34036543483579174,0.3241145803412568,0.3153271243522351
0.5590159254948256,0.35724066979196567,0.35896589252102273,0.37536035612341767,0.3609236226326676,0.35856185056279266,0.35584632556718515,0.35331997774237917,0.34315983084678536
0.6936571062912064,0.5464392637415253,0.45919949367246726,0.423448618787738,0.4250140517664769,0.3681859376428728,0.36227170396204,0.35513072089816206,0.3501891778500188
0.5362956827301105,0.45939970201755376,0.42525037491968115,0.3882889972458799,0.3599586141925974,0.35873570896088286,0.36364102179955593,0.35860579472258153,0.3493294764226903
0.634109525387061,0.5339718890624732,0.5183469630329743,0.4172693194720854,0.4167058332878849,0.42097880162998624,0.4156599862368048,0.4016797864949764,0.3794507041570046
0.618967210360416,0.5574799073369044,0.5161085323158698,0.47413060741021346,0.43126587946085393,0.4358581886965655,0.4148443767623553,0.4328887924838975,0.4203809408865769
0.47566367883706634,0.497269789490752,0.4269614553157524,0.42869131412946937,0.3843464125394975,0.3811128181940432,0.3712675730588783,0.3768742135749659,0.3567725063506303
0.546951992811486,0.5301191506753916,0.49226203243448546,0.44894861278092485,0.4223298758769746,0.430914937540448,0.4101101720822026,0.38934436358988417,0.39952329206962006
0.7946955784059777,0.69700381377965,0.6341208227455525,0.4663323053692439,0.4553238062880473,0.446441997481037,0.43533178349240315,0.43225390133169056,0.4193338773346921
0.6478042152764215,0.5985804725794984,0.5929128910469527,0.5642540585305864,0.5232557905585961,0.5249932971956396,0.4779417738985942,0.4888039528255368,0.4780368906426277
0.6016454431898948,0.6769177668186958,0.7040937226300353,0.7131537394493427,0.6991548367306881,0.6295782924007294,0.615311627112472,0.5940469537217986,0.5550480357687355
0.7641436766323891,0.5504896957857026,0.4611770273706838,0.4503894365725003,0.41996428192167923,0.38372967483626613,0.3744742076695562,0.362117321533641,0.36159535558255773
0.5362655209090387,0.5147133735827795,0.47662365763681264,0.4204473610866039,0.4266091483666375,0.4179929067116953,0.38666701528455394,0.3871711165400639,0.37040009153989606
0.8211453152533114,0.813537811315632,0.8049410422722653,0.8285409965526424,0.8137684205139317,0.7897109353566576,0.6121300757451132,0.6003950350330342,0.59621792900694
0.5128140758593493,0.5002149879615672,0.474377212053057,0.45042091870968415,0.42565158536845754,0.4076165785500505,0.37852731581136206,0.3550741809014351,0.34459435672260386
0.5043049275234018,0.44130850567812147,0.4070841016885984,0.42054538741971936,0.3758865283432877,0.3630659920084898,0.3700723356602185,0.3602490658394327,0.35066932444217386
0.5957145516331243,0.5830462099797917,0.6097438277712439,0.5665216929105001,0.5128745751780552,0.4769886944742956,0.47633231352250466,0.476786095391405,0.4754624293305944
0.817327349587872,0.7660379924616485,0.7112032566591969,0.6738421914468498,0.6316163524881686,0.5216048671643327,0.515585563794566,0.49939480187705787,0.5075246532432416
0.4738066204050129,0.3231739396332502,0.5296347310813795,0.5226142531205226,0.4434422724329691,0.43499052810486044,0.4148213471485972,0.39837629994201196,0.39359062239559317
0.5506937109123351,0.520933104436485,0.4950905441976272,0.4556379089363127,0.4603874277684212,0.43056794866328973,0.4323895949566886,0.40783716874744,0.4132901957686233
0.6659287504010885,0.5761654990780889,0.5386859171000017,0.5047175662873028,0.4853119547062808,0.4536149172113797,0.45283810607611674,0.43917128899328856,0.39168618391175686
0.8083493366535889,0.7355235610290689,0.6630265999072946,0.6098518330631557,0.5836511622460838,0.5608056363940773,0.5340536551077186,0.5271990730090543,0.49449692903412507
0.5363726750185587,0.5100481137515253,0.47828311102948984,0.45804770324685834,0.40789278608595164,0.4021431386809229,0.37355756916337357,0.38439090118287894,0.36771262672941923
0.4909923419275327,0.5073282337303201,0.500693211809703,0.4291765077924366,0.41424717709928954,0.4334936168689916,0.41493327916671086,0.3864469821253378,0.3666548514839544
0.5900433179066267,0.49347112680260724,0.48131259383920233,0.495974088950571,0.49549326735556376,0.4732595308406855,0.4429431530804377,0.42230143162536116,0.4085226289377075
0.6857797627706465,0.59458012933428,0.6006723513930714,0.5466453931736313,0.4668078588833117,0.44357985158473895,0.41154032497053805,0.4039624448672077,0.3916912191392031
0.5502758914496515,0.5871816545661667,0.508969799698452,0.4863541959830625,0.5026281884500198,0.47774651721397166,0.4638167623925102,0.4541541419358365,0.41813854704370007
0.6674772908958726,0.5039396035757076,0.5004393293047761,0.488257043335916,0.4278484365024693,0.395753908522154,0.3663025912412116,0.34662038228233705,0.3323232954276394
0.43519169977049377,0.41586855537010625,0.3710475888090332,0.3942204382609272,0.3514885819087813,0.3560582660909073,0.3452792365342473,0.3384858502772614,0.31854376814147717
0.7218510811239265,0.634457397549388,0.5271605820621723,0.49701079735220755,0.49137244704271155,0.47544843848149787,0.45661395855999115,0.44530903035375524,0.43290458464132264
0.4804791729861604,0.4567971336365914,0.5007396837757676,0.4748122937621632,0.46407893051460103,0.4452920139778269,0.44054190237490937,0.40972497085475335,0.38976824816932104
0.44400574050656816,0.43725834895439386,0.37956916898129456,0.35618812380993903,0.37017881588004387,0.3586075496396152,0.3384917579393829,0.34354195802730547,0.343848574389366
0.6295535195319065,0.4774048685954819,0.46440117487993676,0.39348435305160157,0.4097022867242627,0.3882091014136218,0.38484603802340156,0.37885208884732724,0.37842409238639835
0.5782700854734836,0.5005981765804489,0.49110143555941377,0.47992763235155933,0.46234367874454674,0.4391862263951397,0.41891806858109665,0.426829188898482,0.4054901267334886
0.6834366204350335,0.5349091226303909,0.4657662491576855,0.4458833392645778,0.4127171535691775,0.3895398218628016,0.3383671809263239,0.3319678830972811,0.3374640764087721
0.677920754028394,0.5852958854587283,0.4733864052117322,0.47586691196712355,0.4889448067281225,0.5017111284864549,0.49600832443802884,0.42915485883676135,0.4028331110322612
0.6965278295744998,0.5928954733776914,0.49924854393696233,0.4400686267112841,0.4172924102848391,0.4282123448360603,0.46967810953098216,0.4592541815338123,0.4302240140615735
