C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10
0.8541030638783698,0.7890086390016211,0.7601122664965366,0.6822433477910061,0.43381758795895975,0.43591983685323477,0.43064752099039144,0.3747253908955325,0.3578340885501777
0.7785055427588893,0.7028751489957772,0.6410946500459711,0.5665219744687175,0.5296415056885913,0.5246783662128474,0.48108345660744073,0.49291143339336524,0.4306456563193918
0.5359253947932299,0.4403244650040143,0.3618743807293626,0.3572908519848876,0.38222790794217243,0.36342610698229044,0.3766861265869814,0.3541390210918563,0.3516314302753655
0.5648174968564756,0.4796190709202885,0.40786255523272985,0.37621975391252727,0.3430217353841146,0.3439720858499012,0.32584126248829304,0.315014119579213,0.2992958803921168
0.5626635660093314,0.49822246096388206,0.44748540163561984,0.46891122138655766,0.4591667043831718,0.44154483111036225,0.4075908551853562,0.4265601331784498,0.381376883438639
0.7071377497457253,0.5167567866583551,0.5544636587913692,0.539241921251061,0.474758509818642,0.4650391867973617,0.4613224680701487,0.46109831529243195,0.43745237212571436
0.7314141311178826,0.622483418106192,0.5312388332119571,0.5163924756875976,0.5038000777660556,0.4847286615709417,0.47757888426875433,0.4564235929025288,0.4369786932395177
0.43696372668068295,0.44589190052889344,0.44012967589980956,0.4613311205660073,0.4177233316054441,0.4627663345158543,0.44058330242178045,0.43927243752075773,0.4300246555604319
0.6942462112286143,0.5152223860479805,0.4520500586591497,0.4212574295296107,0.4020864876398932,0.40985208961495156,0.3894387992668851,0.37867061643125355,0.38529575638107055
0.5354121012013261,0.43124758799992485,0.37040114084094317,0.32818754105934406,0.29736468508806513,0.29267337496751705,0.2888109553918496,0.28785728885407547,0.2864791988996619
0.6353161193760781,0.6108029903163152,0.5559915558836473,0.5208285186573214,0.5025077847777946,0.4694878946339013,0.4595706482538822,0.4400613264870087,0.4437526044523826
0.6658386315853031,0.5680390050316056,0.49771314999644667,0.46132985049826475,0.42660417835928566,0.40946953330864005,0.38995932879067136,0.3772963634021148,0.35626894583595714
0.9733591653411467,0.7775836698000831,0.7788935195859666,0.5254774772659997,0.5225606491367928,0.5085338206591038,0.5616468843058635,0.561509932400048,0.5552582168712071
0.46949555802308257,0.5369596785579955,0.6239752137206169,0.6543954721716488,0.655720837891808,0.6194445744111308,0.5946241914880391,0.5860218502848996,0.5904629075576265
0.6648992966562841,0.5205988827310298,0.47909305535125113,0.4993049299219083,0.47522790726483455,0.4439670442134654,0.40805163342673845,0.394325994909816,0.39799247796420056
0.46721361950934726,0.3625233560597642,0.41610522637823044,0.4124709493618316,0.3973572630588948,0.37322614053436864,0.36984733144733856,0.3752354181558591,0.37614830293663365
0.5528211470471095,0.5148807279155749,0.4894639907338061,0.4770876236602412,0.46455060098913464,0.44478666421749985,0.4436602570643869,0.44159988631089225,0.42253879332761973
0.5946341283293135,0.5101169505810574,0.4321715086821817,0.40511804975275556,0.38304511948410425,0.38780245919013245,0.36232347577837026,0.35038791360904825,0.35250558615853333
0.8923314811902509,0.8405610164705762,0.6986674584078663,0.6921421858142282,0.6900429484183235,0.6787270002351953,0.6800499280720776,0.6771555429537064,0.6714372309255312
0.4576408294177158,0.45640934868180466,0.4001528105108377,0.40425742178736,0.3699358267533012,0.3701837121550748,0.30258380171683075,0.30598506443491225,0.2917666831433165
0.4136520097319013,0.5553129624475409,0.5900590060494435,0.4882346205139239,0.47336404386194797,0.4116969539023741,0.3854095073001156,0.39203155347327057,0.38350852229756965
0.6317042752887791,0.5319196811027922,0.519741964773989,0.48822723818692104,0.4572738654971971,0.4463659240149831,0.43807508453799726,0.4124627935331232,0.3761040987811126
0.6923179184339691,0.5832282082912457,0.5110645987103669,0.5171472307762078,0.4798791066666349,0.440337966411779,0.4149785391449095,0.40077481023089684,0.3737082843911411
0.5550932439963014,0.5018979665787441,0.4313202911301343,0.38623980946987624,0.3953233841899945,0.35467353746354785,0.35729053866084853,0.354636873269153,0.36262437229286304
0.4878039279419334,0.6220374135877068,0.6144315454415501,0.6337699477644374,0.6146623999024369,0.5729032612395372,0.5373113999134652,0.4926965491938609,0.4850070093412717
0.5131471826298354,0.4596853801053914,0.4127184705659769,0.35792227811459404,0.37331338330627295,0.3475940950051512,0.32759018017482583,0.3298016937816769,0.3049252105990963
0.5258840963574934,0.4713893999952398,0.4121060178832982,0.40031780096463343,0.36427592038234113,0.3661961321180908,0.3431732317719826,0.33481471906227145,0.34203856609023103
0.5495742313163502,0.44459591948398486,0.40045152101568415,0.36933313824913977,0.3843838426299966,0.388873463554783,0.3657645419876898,0.3595852297653139,0.36637433243113093
0.5542251871532858,0.42711544804071894,0.40083209558619537,0.4134012107156848,0.4141494282906211,0.4027776225928104,0.38579582447719657,0.3753255991568922,0.3746261580053465
0.5784621461367032,0.4706898665901239,0.48395695276745837,0.47877815736050744,0.4169507276017499,0.40503072829587455,0.3920666015966036,0.37121894960807256,0.37569037982827574
